hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,246,2016,July,30,20,0,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Contract,96.73,0,1,Canceled,2016-01-08
Resort Hotel,0,0,2015,September,40,28,1,0,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,E,1,No Deposit,14.0,0,Transient,94.0,1,0,Check-Out,2015-09-29
City Hotel,0,31,2017,February,8,19,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,58.52,0,1,Check-Out,2017-02-23
Resort Hotel,0,68,2015,July,29,16,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,130.0,0,0,Check-Out,2015-07-23
Resort Hotel,1,78,2015,September,37,9,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,92.67,0,1,Canceled,2015-07-23
City Hotel,0,1,2017,June,25,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,14.0,0,Transient,65.0,0,1,Check-Out,2017-06-21
City Hotel,0,68,2016,April,15,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,112.2,0,1,Check-Out,2016-04-13
City Hotel,1,26,2016,April,16,15,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.0,0,0,Canceled,2016-03-20
City Hotel,0,14,2017,April,15,12,0,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,224.0,0,0,Check-Out,2017-04-13
City Hotel,0,20,2016,April,15,7,0,2,1,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.0,0,1,Check-Out,2016-04-09
City Hotel,0,55,2016,June,26,21,0,2,2,0.0,0,BB,PRY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,113.4,0,2,Check-Out,2016-06-23
City Hotel,0,150,2016,July,31,25,1,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,2,Non Refund,14.0,0,Transient-Party,106.0,0,0,Check-Out,2016-07-30
Resort Hotel,0,131,2016,August,33,8,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,0,Transient-Party,206.1,0,1,Check-Out,2016-08-15
City Hotel,0,86,2016,April,15,9,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,121.0,0,Transient-Party,80.75,0,1,Check-Out,2016-04-13
Resort Hotel,1,29,2016,October,44,24,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,75.0,0,1,Canceled,2016-10-01
City Hotel,0,5,2016,April,14,1,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,141.0,0,2,Check-Out,2016-04-06
City Hotel,0,51,2016,February,9,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.3,0,1,Check-Out,2016-02-28
City Hotel,0,41,2015,October,43,18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,105.0,0,2,Check-Out,2015-10-23
City Hotel,1,114,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,75.0,0,0,Canceled,2016-05-02
Resort Hotel,0,286,2015,October,42,14,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,44.5,0,0,Check-Out,2015-10-19
Resort Hotel,0,56,2017,April,13,1,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,4,No Deposit,526.0,0,Transient-Party,45.2,0,1,Check-Out,2017-04-07
City Hotel,0,0,2017,March,11,14,0,1,2,0.0,0,BB,RUS,Online TA,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,98.0,0,1,Check-Out,2017-03-15
City Hotel,1,46,2017,February,6,11,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.2,0,0,Canceled,2016-12-28
City Hotel,0,0,2015,August,33,13,0,2,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,0,Transient,89.0,0,0,Check-Out,2015-08-15
Resort Hotel,0,1,2017,March,11,14,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,B,0,No Deposit,14.0,0,Transient,35.0,0,0,Check-Out,2017-03-17
Resort Hotel,0,60,2017,April,16,17,3,5,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,90.0,0,1,Check-Out,2017-04-25
City Hotel,0,32,2016,October,44,29,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.0,0,2,Check-Out,2016-10-30
Resort Hotel,0,0,2017,January,3,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,88.0,0,Transient,35.0,0,0,Check-Out,2017-01-19
Resort Hotel,0,268,2017,July,29,21,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,A,2,No Deposit,240.0,0,Transient,167.68,0,2,Check-Out,2017-07-29
Resort Hotel,0,56,2015,October,40,2,2,6,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,60.9,1,3,Check-Out,2015-10-10
City Hotel,1,256,2015,September,38,14,1,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,4.0,0,Transient-Party,74.0,0,0,Canceled,2015-09-09
City Hotel,0,44,2017,April,16,20,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,85.0,0,0,Check-Out,2017-04-24
City Hotel,0,3,2017,March,13,31,1,2,1,0.0,0,BB,GRC,Aviation,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.0,0,0,Check-Out,2017-04-03
City Hotel,0,22,2016,October,41,2,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,0.0,0,1,Check-Out,2016-10-04
City Hotel,1,149,2016,July,29,12,2,6,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,106.75,0,0,Canceled,2016-04-17
City Hotel,1,91,2016,July,29,14,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,118.8,0,0,Canceled,2016-04-22
Resort Hotel,1,48,2015,July,29,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146.0,0,Transient,112.0,0,0,Canceled,2015-06-05
Resort Hotel,0,18,2016,February,7,13,2,3,1,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,27.0,0,0,Check-Out,2016-02-18
City Hotel,0,146,2016,August,33,9,0,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,83.0,0,Transient,113.56,0,0,Check-Out,2016-08-12
City Hotel,0,81,2016,March,12,16,0,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,15.0,0,Transient,85.68,0,0,Check-Out,2016-03-19
Resort Hotel,0,13,2017,June,26,30,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,163.67,1,0,Check-Out,2017-07-03
City Hotel,1,63,2017,April,14,8,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,0,Canceled,2017-03-04
City Hotel,0,2,2016,May,22,27,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,197.0,0,1,Check-Out,2016-05-28
Resort Hotel,0,1,2016,April,18,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,39.0,0,0,Check-Out,2016-04-28
Resort Hotel,1,105,2016,July,29,16,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,227.0,0,0,Canceled,2016-04-13
City Hotel,1,125,2017,June,26,27,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,75.24,0,0,Canceled,2017-02-26
City Hotel,1,151,2017,July,28,15,2,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,0,Canceled,2017-02-15
City Hotel,0,54,2016,June,25,17,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,159.3,0,2,Check-Out,2016-06-20
City Hotel,0,215,2016,November,48,21,1,1,1,0.0,0,BB,ISL,Groups,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,2016-11-23
City Hotel,0,28,2016,March,14,29,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,0,Transient,161.43,0,2,Check-Out,2016-04-01
City Hotel,0,32,2017,March,10,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,1,Check-Out,2017-03-12
City Hotel,0,17,2016,October,41,7,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,0,Transient,117.04,0,1,Check-Out,2016-10-11
Resort Hotel,0,7,2016,May,23,31,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,60.0,1,0,Check-Out,2016-06-01
City Hotel,0,116,2017,April,16,17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,89.1,0,1,Check-Out,2017-04-20
Resort Hotel,1,27,2015,December,52,25,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,0,Transient,52.0,0,2,Canceled,2015-11-30
City Hotel,0,172,2017,May,21,27,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,108.0,0,0,Check-Out,2017-05-30
Resort Hotel,0,207,2015,September,40,29,2,9,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,40.0,0,Contract,59.89,0,1,Check-Out,2015-10-10
City Hotel,0,180,2016,July,27,1,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0,Transient,105.3,0,0,Check-Out,2016-07-03
City Hotel,0,1,2017,March,9,3,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,2017-03-03
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22
Resort Hotel,0,5,2017,April,17,27,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,93.29,0,1,Check-Out,2017-04-30
City Hotel,0,1,2017,January,1,3,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.1,0,1,Check-Out,2017-01-07
City Hotel,0,31,2017,April,17,28,0,1,1,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,119.0,0,0,Check-Out,2017-04-29
City Hotel,0,14,2016,June,26,19,2,0,2,1.0,0,BB,NOR,Direct,Direct,0,0,0,D,E,1,No Deposit,14.0,0,Transient,144.2,0,1,Check-Out,2016-06-21
City Hotel,0,93,2017,August,31,4,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,134.0,1,1,Check-Out,2017-08-06
City Hotel,0,13,2015,October,43,20,0,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,99.95,0,1,Check-Out,2015-10-25
City Hotel,1,296,2017,July,28,15,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,0,Canceled,2016-09-03
City Hotel,0,12,2016,April,18,27,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,122.33,0,0,Check-Out,2016-04-30
City Hotel,0,10,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,90.0,0,1,Check-Out,2016-04-11
City Hotel,0,70,2017,March,13,31,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2017-04-02
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,81.0,0,0,Check-Out,2016-05-03
City Hotel,0,118,2016,June,24,6,1,2,1,0.0,0,BB,SVN,Offline TA/TO,Corporate,0,0,0,A,D,0,No Deposit,191.0,0,Transient-Party,110.0,0,0,Check-Out,2016-06-09
Resort Hotel,1,66,2017,August,33,16,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,227.0,0,2,Canceled,2017-07-04
City Hotel,0,13,2017,May,20,15,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,124.13,0,1,Check-Out,2017-05-18
City Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,0,Transient,115.0,0,0,Canceled,2016-02-25
City Hotel,0,77,2016,March,13,20,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,90.95,0,0,Check-Out,2016-03-24
City Hotel,0,14,2016,July,30,21,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,14.0,0,Transient-Party,105.0,0,0,Check-Out,2016-07-23
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,ROU,Online TA,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,124.0,0,0,Check-Out,2015-08-19
City Hotel,0,44,2017,April,16,20,0,3,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,133.33,0,1,Check-Out,2017-04-23
Resort Hotel,0,287,2015,October,42,15,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,1,No Deposit,14.0,0,Transient-Party,46.5,1,0,Check-Out,2015-10-18
Resort Hotel,1,3,2017,January,3,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0,Transient,60.0,0,0,Canceled,2017-01-20
Resort Hotel,0,227,2016,July,29,10,3,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,0,Transient,131.6,0,1,Check-Out,2016-07-18
City Hotel,0,121,2017,August,34,20,2,4,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,100.0,0,1,Check-Out,2017-08-26
Resort Hotel,0,0,2017,February,6,7,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,D,D,0,No Deposit,26.0,0,Transient,0.0,0,0,Check-Out,2017-02-07
City Hotel,1,18,2016,May,20,9,1,2,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,136.0,0,0,Canceled,2016-04-27
City Hotel,0,296,2017,May,19,8,1,2,2,0.0,0,SC,MLT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,98.1,0,1,Check-Out,2017-05-11
City Hotel,0,41,2016,July,28,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,76.5,0,0,Check-Out,2016-07-06
Resort Hotel,0,0,2017,July,29,18,0,1,2,2.0,0,BB,BRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,155.0,0,0,Check-Out,2017-07-19
City Hotel,0,241,2016,July,28,3,2,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,95.0,0,1,Check-Out,2016-07-06
City Hotel,0,69,2017,March,10,6,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,0,Transient,81.0,0,0,Check-Out,2017-03-10
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,56.0,0,2,Check-Out,2016-03-27
Resort Hotel,1,144,2017,May,22,31,1,4,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,175.0,0,0,Canceled,2017-04-19
City Hotel,0,71,2016,September,36,1,2,6,2,1.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,150.98,0,3,Check-Out,2016-09-09
City Hotel,1,14,2016,May,23,30,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.35,0,0,Canceled,2016-05-16
Resort Hotel,0,46,2016,March,12,19,2,1,2,2.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0,Transient,46.0,0,0,Check-Out,2016-03-22
City Hotel,0,0,2016,May,20,9,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,93.0,0,0,Check-Out,2016-05-10
City Hotel,0,34,2015,October,42,16,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,99.45,0,0,Check-Out,2015-10-18
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
City Hotel,0,2,2016,May,21,19,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient,0.0,0,2,Check-Out,2016-05-20
City Hotel,0,191,2016,June,23,4,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,101.34,0,2,Check-Out,2016-06-08
City Hotel,0,81,2017,May,20,14,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9.0,0,Transient,120.0,0,1,Check-Out,2017-05-17
Resort Hotel,0,1,2016,November,47,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,60.0,0,0,Check-Out,2016-11-20
City Hotel,0,219,2017,June,25,20,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.5,0,2,Check-Out,2017-06-25
City Hotel,1,56,2016,October,43,17,1,4,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,139.5,0,0,Canceled,2016-08-23
City Hotel,1,9,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Contract,212.0,0,0,Canceled,2015-09-22
City Hotel,0,0,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,0,23,D,F,0,No Deposit,14.0,0,Transient,0.0,0,2,Check-Out,2016-05-05
City Hotel,1,90,2016,March,11,7,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,73.95,0,0,Canceled,2016-03-04
City Hotel,0,73,2017,March,13,27,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,83.16,0,1,Check-Out,2017-03-30
Resort Hotel,1,3,2016,January,4,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,14.0,0,Transient,30.0,0,0,Canceled,2016-01-18
City Hotel,0,79,2017,April,17,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,132.75,0,1,Check-Out,2017-04-28
City Hotel,0,42,2017,July,30,26,0,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,130.5,0,1,Check-Out,2017-07-30
City Hotel,0,0,2016,December,53,28,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,107.0,0,0,Check-Out,2016-12-29
City Hotel,0,42,2016,September,38,15,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,112.59,0,1,Check-Out,2016-09-16
Resort Hotel,0,196,2016,May,21,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,0,Transient,41.75,0,0,Check-Out,2016-05-23
City Hotel,0,90,2017,April,16,20,2,3,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,198.0,0,3,Check-Out,2017-04-25
City Hotel,0,8,2016,December,52,22,1,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,87.98,0,3,Check-Out,2016-12-26
Resort Hotel,0,112,2016,May,19,3,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,2016-05-03
City Hotel,1,30,2016,March,14,31,0,2,2,0.0,0,BB,IRN,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,165.0,0,0,No-Show,2016-03-31
Resort Hotel,0,36,2016,April,18,24,2,0,1,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,81.0,1,1,Check-Out,2016-04-26
City Hotel,1,176,2017,August,33,19,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.02,0,1,Canceled,2017-06-29
Resort Hotel,0,189,2015,August,36,31,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Transient,104.98,0,0,Check-Out,2015-09-07
City Hotel,0,21,2016,September,40,25,1,0,1,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,87.01,0,1,Check-Out,2016-09-26
Resort Hotel,0,108,2015,August,33,10,1,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,149.0,0,3,Check-Out,2015-08-16
City Hotel,1,55,2016,December,51,13,2,9,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,1,Canceled,2016-11-15
Resort Hotel,0,223,2016,May,22,24,1,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,1,No Deposit,14.0,0,Transient-Party,69.0,1,0,Check-Out,2016-05-30
City Hotel,1,88,2017,July,27,3,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,150.0,0,1,Canceled,2017-06-17
Resort Hotel,0,12,2017,January,1,2,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,2,No Deposit,14.0,0,Transient,35.0,0,0,Check-Out,2017-01-04
Resort Hotel,1,155,2016,June,26,21,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,136.0,0,1,Canceled,2016-02-09
City Hotel,0,225,2017,July,29,20,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,114.9,0,2,Check-Out,2017-07-23
City Hotel,1,111,2016,September,39,22,0,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,168.3,0,1,Canceled,2016-09-02
City Hotel,0,8,2016,November,45,5,0,1,3,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,359.0,0,Transient-Party,160.0,0,0,Check-Out,2016-11-06
City Hotel,0,17,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,149.0,1,3,Check-Out,2016-10-31
City Hotel,0,125,2017,June,25,22,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,126.0,0,0,Check-Out,2017-06-25
Resort Hotel,0,15,2016,July,30,17,2,4,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,227.0,1,1,Check-Out,2016-07-23
City Hotel,0,222,2017,July,28,13,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,0,Transient,107.1,0,0,Check-Out,2017-07-19
Resort Hotel,0,1,2017,March,12,23,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,4,A,D,0,No Deposit,240.0,0,Transient,70.0,0,0,Check-Out,2017-03-24
Resort Hotel,0,1,2016,April,17,23,0,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,0,Transient,93.0,1,0,Check-Out,2016-04-24
City Hotel,0,13,2017,June,25,19,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,0,Transient,227.0,0,0,Check-Out,2017-06-23
Resort Hotel,1,68,2015,August,33,12,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,173.5,0,0,Canceled,2015-08-11
